"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
"10.1017/S0956536113000102","AN ARCHAEOLOGY OF CERRO PORTEZUELO BIOARCHAEOLOGY: BURIAL ANALYSIS AND THE (RE)EXCAVATION OF CONTEXTS FROM A 1950s PROJECT","Michael W. Spence, Christine D. White, Fred J. Longstaffe, ","24",1,"","2013-01-01T00:00:00Z","185-199",""
