"https://doi.org/10.1017/S1045663500008877","","Christopher Stawski","",0,"","2017-01-20T00:00:00Z",", pp. 579-580",""
"https://doi.org/10.2307/25063074","3,000 Years of Occupation in Upper Valley Nasca: Excavations at Upanca","Kevin J. Vaughn, Moisés Linares Grados","",0,"","2017-01-20T00:00:00Z",", pp. 595-612",""
"https://doi.org/10.1017/laq.2017.33","5.000 AÑOS DE PESCA EN LA BAHÍA SAN ANTONIO, RÍO NEGRO, PATAGONIA ARGENTINA","Federico Luis Scartascini","",0,"","2017-09-18T00:00:00Z",", pp. 394-408",""
"https://doi.org/10.7183/1045-6635.22.3.398","","Tamara L. Bray","",0,"","2017-01-20T00:00:00Z",", pp. 398-399",""
"https://doi.org/10.2307/971870","","David F. Mora-Marín","",0,"","2017-01-20T00:00:00Z",", pp. 211-212",""
"https://doi.org/10.2307/972187","","Thomas W. Killion","",0,"","2017-01-20T00:00:00Z",", pp. 310-311",""
"https://doi.org/10.2307/972193","","Terrence Kaufman","",0,"","2017-01-20T00:00:00Z",", p. 314",""
"https://doi.org/10.2307/971976","","Jeff Karl Kowalski","",0,"","2017-01-20T00:00:00Z",", p. 444",""
"https://doi.org/10.2307/4141594","","Gordon Brotherston","",0,"","2017-01-20T00:00:00Z",", pp. 466-467",""
"https://doi.org/10.7183/1045-6635.26.4.512","Accounting in the King's Storehouse: the Inkawasi Khipu Archive","Gary Urton, Alejandro Chu","",0,"","2017-01-20T00:00:00Z",", pp. 512-529",""
"https://doi.org/10.2307/971603","","Karen Wise","",0,"","2017-01-20T00:00:00Z",", pp. 86-87",""
"https://doi.org/10.2307/972204","","Payson D. Sheets","",0,"","2017-01-20T00:00:00Z",", pp. 202-203",""
"https://doi.org/10.7183/1045-6635.23.1.120","","Marc N. Levine","",0,"","2017-01-20T00:00:00Z",", pp. 120-121",""
"https://doi.org/10.2307/971803","","Dale L. Hutchinson","",0,"","2017-01-20T00:00:00Z",", pp. 200-201",""
"https://doi.org/10.2307/30042487","Agricultural Rhythms and Rituals: Ancient Maya Solar Observation in Hinterland Blue Creek, Northwestern Belize","Gregory Zaro, Jon C. Lohse","",0,"","2017-01-20T00:00:00Z",", pp. 81-98",""
"https://doi.org/10.2307/972154","","Clark L. Erickson","",0,"","2017-01-20T00:00:00Z",", pp. 186-187",""
"https://doi.org/10.2307/971924","","Kent Mathewson","",0,"","2017-01-20T00:00:00Z",", pp. 247-248",""
